Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Cluster
Svi Mykhailiuk,26.0,SF,41.0,2.0,10.1,1.4,3.3,0.416,1.0,2.6,0.389,0.4,0.7,0.517,0.569,0.1,0.2,0.667,0.3,1.0,1.2,0.9,0.3,0.0,0.3,0.5,4.0,11.7,0.575,0.788,0.066,3.0,10.0,6.7,11.0,1.3,0.2,7.8,16.1,0.5,0.4,0.9,0.106,-0.9,-0.9,-1.8,0.0,19
Rayan Rupert,19.0,SG,39.0,12.0,16.2,1.4,4.1,0.335,0.7,2.0,0.359,0.7,2.1,0.313,0.422,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,5.8,0.451,0.484,0.155,4.0,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8,16
Adama Sanogo,21.0,PF,9.0,0.0,7.3,1.6,3.0,0.519,0.0,0.0,,1.6,3.0,0.519,0.519,0.9,1.3,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,21.9,0.558,0.0,0.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,0.133,-0.4,-6.3,-6.7,-0.1,26
Jaylin Williams,21.0,C,69.0,1.0,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.6,1.2,0.5,0.533,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0,12.7,0.561,0.632,0.18,4.7,23.7,14.5,15.0,1.5,2.8,12.1,13.5,1.0,1.5,2.4,0.13,-0.8,1.9,1.1,0.7,3
Jules Bernard,24.0,SG,19.0,0.0,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.9,1.8,0.514,0.539,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,12.7,0.544,0.453,0.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,0.026,-0.6,-2.5,-3.0,0.0,12
Chris Duarte,26.0,SF,59.0,11.0,12.2,1.4,3.6,0.381,0.7,2.2,0.346,0.6,1.4,0.434,0.486,0.4,0.6,0.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9,8.4,0.512,0.605,0.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,22
DeAndre Jordan,35.0,C,36.0,2.0,11.0,1.6,2.6,0.624,0.0,0.0,,1.6,2.6,0.624,0.624,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,16.0,0.61,0.0,0.57,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,0.147,-1.7,-0.1,-1.7,0.0,25
Sidy Cissoko,19.0,SF,12.0,0.0,11.8,1.3,2.8,0.485,0.1,1.0,0.083,1.3,1.8,0.714,0.5,1.0,1.3,0.8,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5,3.8,12.0,0.568,0.364,0.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,0.11,-4.0,1.4,-2.7,0.0,18
Anthony Gill,31.0,PF,50.0,3.0,9.3,1.5,3.2,0.469,0.2,0.8,0.244,1.3,2.4,0.546,0.5,0.6,0.7,0.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1.0,3.8,12.1,0.537,0.256,0.225,8.3,13.4,10.8,10.0,1.3,1.9,11.6,18.0,0.1,0.2,0.4,0.038,-2.6,-1.5,-4.1,-0.3,9
Oshae Brissett,25.0,SF,55.0,1.0,11.5,1.2,2.8,0.444,0.3,1.0,0.273,1.0,1.8,0.541,0.493,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2.0,0.2,-1.8,0.0,11
Jamal Cain,24.0,PF,26.0,1.0,10.0,1.3,3.0,0.43,0.4,1.2,0.355,0.9,1.8,0.479,0.5,0.7,0.9,0.783,0.6,0.8,1.4,0.4,0.4,0.2,0.3,0.8,3.7,11.5,0.544,0.392,0.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,0.089,-2.5,0.2,-2.3,0.0,9
Drew Peterson,24.0,PF,3.0,0.0,7.7,1.3,2.0,0.667,1.0,1.7,0.6,0.3,0.3,1.0,0.917,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7,18.5,0.917,0.833,0.0,0.0,4.5,2.3,5.9,4.3,0.0,14.3,13.3,0.1,0.0,0.1,0.194,3.8,1.6,5.3,0.0,24
T.J. Warren,30.0,SF,11.0,0.0,11.4,1.6,3.7,0.439,0.2,1.2,0.154,1.5,2.5,0.571,0.463,0.3,0.4,0.75,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,9.2,0.479,0.317,0.098,4.8,14.8,10.0,10.1,1.6,0.7,8.6,16.5,0.0,0.2,0.2,0.06,-5.0,0.5,-4.5,-0.1,12
James Bouknight,23.0,SG,14.0,0.0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,15.9,0.597,0.732,0.049,1.3,11.4,6.2,12.2,0.6,1.2,4.6,23.9,0.1,0.0,0.1,0.062,4.4,-2.2,2.2,0.1,19
Collin Gillespie,24.0,PG,24.0,0.0,9.4,1.3,2.9,0.464,0.6,1.6,0.395,0.7,1.3,0.548,0.572,0.3,0.5,0.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,1.0,3.6,11.0,0.586,0.551,0.174,0.5,9.6,5.2,15.5,2.9,0.0,15.9,17.1,0.1,0.3,0.4,0.076,-3.7,0.9,-2.7,0.0,16
Gui Santos,21.0,PF,23.0,0.0,8.3,1.2,2.4,0.509,0.4,1.2,0.37,0.8,1.2,0.643,0.6,0.7,0.7,0.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,1.0,3.6,15.6,0.656,0.491,0.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,0.169,0.0,-0.5,-0.5,0.1,24
Jarace Walker,20.0,PF,33.0,0.0,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.7,1.7,0.418,0.509,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,11.8,0.527,0.5,0.082,4.0,17.0,10.5,13.9,2.1,2.6,13.0,16.1,0.1,0.3,0.4,0.058,-0.5,0.7,0.2,0.2,23
Lindy Waters III,26.0,SG,38.0,0.0,7.4,1.3,2.7,0.471,1.0,2.2,0.435,0.3,0.5,0.632,0.649,0.1,0.1,1.0,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6,3.6,15.3,0.653,0.817,0.019,2.9,12.6,8.0,11.5,0.9,2.3,6.3,17.3,0.6,0.3,0.9,0.15,2.4,-0.5,1.9,0.3,19
Onuralp Bitim,24.0,SG,23.0,1.0,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,5.0,0.464,0.524,0.06,2.5,11.1,6.7,6.5,0.6,0.8,10.4,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2.0,-7.4,-0.4,5
Jordan McLaughlin,27.0,PG,56.0,0.0,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.5,1.0,0.5,0.628,0.2,0.3,0.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1.0,24
Buddy Boeheim,24.0,SF,10.0,0.0,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.1,0.4,0.25,0.448,0.8,1.0,0.8,0.3,0.7,1.0,0.3,0.0,0.1,0.0,0.5,3.4,9.1,0.509,0.862,0.345,3.9,9.5,6.6,4.8,0.0,1.0,0.0,17.0,0.1,0.0,0.1,0.047,-0.7,-2.8,-3.5,0.0,5
Moses Brown,24.0,C,22.0,5.0,9.1,1.5,3.0,0.508,0.0,0.0,,1.5,3.0,0.508,0.508,0.4,1.4,0.29,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4,14.5,0.477,0.0,0.477,19.6,29.2,24.1,5.4,1.2,3.2,12.3,19.1,-0.1,0.2,0.2,0.044,-4.1,-2.4,-6.5,-0.2,26
Wenyen Gabriel,26.0,PF,5.0,0.0,16.2,1.6,4.4,0.364,0.2,1.2,0.167,1.4,3.2,0.438,0.386,0.0,1.0,0.0,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4,2.3,0.351,0.273,0.227,9.1,25.3,16.9,5.3,1.2,2.3,24.8,17.0,-0.3,0.1,-0.2,-0.123,-10.6,-1.9,-12.5,-0.2,10
Nassir Little,23.0,SF,45.0,2.0,10.2,1.3,2.8,0.46,0.5,1.6,0.3,0.8,1.2,0.667,0.544,0.4,0.4,0.85,0.3,1.4,1.7,0.5,0.2,0.2,0.3,0.9,3.4,9.9,0.572,0.565,0.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,0.3,0.4,0.7,0.074,-2.4,-0.6,-3.0,-0.1,9
Jalen McDaniels,26.0,SF,50.0,1.0,10.8,1.3,3.8,0.344,0.2,1.4,0.169,1.1,2.4,0.449,0.376,0.5,0.7,0.73,0.4,1.2,1.6,0.7,0.4,0.1,0.6,1.0,3.4,5.0,0.412,0.376,0.196,3.6,12.7,8.1,9.1,1.7,1.0,12.8,18.7,-1.1,0.3,-0.8,-0.074,-7.2,-1.8,-9.0,-1.0,10
Charles Bassey,23.0,C,19.0,0.0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,17.7,0.739,0.025,0.15,12.0,28.2,20.0,14.1,1.9,6.9,26.0,11.9,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,25
Micah Potter,25.0,PF,16.0,0.0,11.6,1.2,2.5,0.475,0.6,1.3,0.429,0.6,1.2,0.526,0.588,0.4,0.5,0.75,0.6,2.1,2.7,0.4,0.3,0.4,0.3,0.9,3.3,11.0,0.609,0.525,0.2,6.0,19.4,12.7,4.2,1.0,2.9,10.3,10.9,0.2,0.1,0.3,0.075,-1.4,-0.9,-2.3,0.0,9
Dwight Powell,32.0,C,63.0,9.0,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.1,1.6,0.689,0.684,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3,14.5,0.716,0.028,0.84,12.7,15.2,14.0,12.4,1.5,2.1,18.1,9.1,2.2,0.9,3.1,0.181,-1.1,0.8,-0.3,0.4,25
Terquavion Smith,21.0,PG,16.0,0.0,5.3,1.1,2.9,0.391,0.8,2.2,0.371,0.3,0.7,0.455,0.533,0.2,0.3,0.6,0.0,0.3,0.3,0.8,0.5,0.0,0.4,0.5,3.3,14.8,0.539,0.761,0.109,0.0,5.4,2.6,22.1,4.7,0.0,12.7,28.4,0.0,0.1,0.1,0.05,0.3,0.5,0.8,0.1,16
Garrett Temple,37.0,SG,27.0,2.0,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.6,1.4,0.447,0.449,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3,9.5,0.502,0.513,0.282,6.7,10.5,8.6,12.5,2.0,0.9,13.8,15.0,0.0,0.2,0.2,0.032,-3.4,-1.2,-4.7,-0.2,22
Tristan Thompson,32.0,C,49.0,0.0,11.2,1.5,2.4,0.608,0.0,0.0,0.0,1.5,2.4,0.613,0.608,0.3,1.1,0.288,1.5,2.1,3.6,1.0,0.2,0.3,0.6,1.2,3.3,13.9,0.563,0.008,0.433,15.1,20.4,17.8,12.7,1.1,2.3,16.9,13.8,0.6,0.8,1.4,0.119,-2.1,0.6,-1.4,0.1,25
Oscar Tshiebwe,24.0,PF,8.0,0.0,5.3,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,0.8,1.0,0.75,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,24.8,0.553,0.0,0.4,21.6,21.6,21.6,6.4,2.2,1.9,0.0,23.5,0.1,0.0,0.2,0.221,4.5,-2.3,2.2,0.0,11
A.J. Lawson,23.0,SG,42.0,0.0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1.0,1.7,0.577,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,11.2,0.519,0.413,0.19,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20.0,0.0,0.3,0.2,0.036,-3.1,-1.5,-4.6,-0.2,12
Boban Marjanović,35.0,C,14.0,0.0,5.1,1.3,2.4,0.529,0.0,0.1,0.0,1.3,2.3,0.563,0.529,0.6,1.0,0.643,0.5,1.8,2.3,0.4,0.1,0.1,0.4,0.4,3.2,21.1,0.56,0.059,0.412,10.5,38.2,24.2,13.9,0.7,2.6,11.1,27.0,0.1,0.1,0.2,0.128,0.2,-0.5,-0.3,0.0,26
Zeke Nnaji,23.0,PF,58.0,0.0,9.9,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2,12.4,0.528,0.154,0.416,12.1,12.2,12.1,7.0,1.3,5.6,13.3,15.4,0.4,0.8,1.2,0.099,-3.8,0.1,-3.7,-0.2,11
Ish Smith,35.0,PG,43.0,5.0,17.2,1.5,3.7,0.418,0.1,0.2,0.5,1.4,3.5,0.413,0.43,0.1,0.1,0.75,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2,6.8,0.435,0.051,0.025,1.6,10.2,5.8,26.4,1.1,0.5,22.7,12.3,-0.5,0.2,-0.4,-0.025,-5.6,-1.2,-6.8,-0.9,16
JT Thor,21.0,PF,63.0,3.0,12.4,1.3,2.9,0.437,0.4,1.3,0.346,0.8,1.6,0.51,0.514,0.2,0.3,0.55,0.7,1.6,2.3,0.5,0.2,0.4,0.2,1.0,3.2,9.1,0.519,0.443,0.109,6.0,15.3,10.5,5.1,0.7,3.2,7.3,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5,12
Brandon Williams,24.0,PG,17.0,0.0,6.6,1.2,3.2,0.37,0.2,0.9,0.2,1.0,2.3,0.436,0.398,0.6,1.0,0.647,0.2,0.5,0.8,1.0,0.1,0.1,0.4,0.2,3.2,9.3,0.439,0.278,0.315,3.9,8.7,6.3,20.9,0.4,0.8,10.2,26.0,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,5
Wesley Matthews,37.0,SG,36.0,3.0,11.5,0.9,2.7,0.351,0.7,1.9,0.348,0.3,0.8,0.357,0.474,0.5,0.7,0.75,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1,8.2,0.511,0.711,0.247,2.3,12.1,7.0,6.9,1.9,2.4,6.9,11.7,0.2,0.3,0.4,0.049,-3.1,0.3,-2.8,-0.1,22
Dalen Terry,21.0,SG,59.0,2.0,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,10.2,0.512,0.471,0.274,4.7,14.1,9.3,15.6,2.0,2.7,15.4,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0,18
Gabe Vincent,27.0,PG,11.0,0.0,19.8,1.4,4.5,0.306,0.3,2.5,0.107,1.1,1.9,0.571,0.337,0.1,0.2,0.5,0.4,0.5,0.8,1.9,0.8,0.0,0.5,1.7,3.1,3.1,0.341,0.571,0.041,2.1,2.4,2.3,11.6,2.0,0.0,9.1,10.9,-0.3,0.1,-0.1,-0.033,-6.9,0.4,-6.5,-0.2,16
Johnny Davis,21.0,SG,50.0,6.0,12.3,1.2,3.1,0.403,0.3,0.8,0.35,1.0,2.3,0.421,0.448,0.3,0.5,0.583,0.4,1.1,1.4,0.6,0.4,0.2,0.3,1.1,3.0,6.2,0.462,0.26,0.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7,16
Saben Lee,24.0,PG,24.0,0.0,7.7,0.8,2.3,0.364,0.1,0.7,0.125,0.8,1.6,0.462,0.382,1.2,1.6,0.744,0.4,0.9,1.3,1.3,0.3,0.1,0.3,0.5,3.0,13.5,0.492,0.291,0.709,5.8,12.8,9.5,21.0,1.8,1.4,10.0,18.8,0.2,0.2,0.4,0.099,-2.0,0.6,-1.4,0.0,12
Olivier-Maxence Prosper,21.0,PF,40.0,1.0,8.4,1.0,2.6,0.385,0.3,1.1,0.289,0.7,1.5,0.458,0.447,0.7,1.0,0.683,0.6,1.4,2.0,0.6,0.2,0.1,0.2,0.5,3.0,11.6,0.496,0.433,0.394,8.2,17.5,12.8,8.4,1.0,1.0,6.2,16.6,0.2,0.3,0.5,0.076,-1.7,-1.3,-2.9,-0.1,12
Trevelin Queen,26.0,SG,14.0,0.0,11.8,1.0,2.7,0.368,0.2,1.2,0.176,0.8,1.5,0.524,0.408,0.6,0.9,0.75,0.2,1.2,1.4,1.3,0.5,0.4,0.5,1.1,2.9,8.3,0.462,0.447,0.316,2.1,12.2,7.1,14.5,2.1,2.8,13.9,13.3,-0.1,0.3,0.2,0.056,-4.7,1.4,-3.4,-0.1,12
Jeremiah Robinson-Earl,23.0,PF,39.0,1.0,8.6,1.2,2.4,0.474,0.3,1.0,0.333,0.8,1.4,0.571,0.542,0.3,0.4,0.75,0.6,1.4,1.9,0.5,0.3,0.1,0.4,0.6,2.9,11.8,0.564,0.411,0.168,7.8,17.5,12.7,8.4,1.5,1.2,13.6,15.4,0.2,0.4,0.6,0.086,-1.9,-0.3,-2.2,0.0,9
Jeenathan Williams,24.0,SG,22.0,0.0,5.9,1.2,2.3,0.54,0.1,0.2,0.4,1.1,2.0,0.556,0.56,0.3,0.6,0.538,0.5,0.5,1.0,0.3,0.2,0.0,0.2,0.5,2.9,15.6,0.565,0.1,0.26,9.9,9.2,9.6,8.3,1.5,0.7,6.7,19.7,0.2,0.1,0.3,0.11,-0.8,-0.8,-1.6,0.0,11
D.J. Carton,23.0,SG,4.0,0.0,9.0,0.8,2.0,0.375,0.3,1.0,0.25,0.5,1.0,0.5,0.438,1.0,1.3,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,9.6,0.539,0.5,0.625,6.0,6.2,6.1,10.5,1.3,0.0,8.9,13.3,0.0,0.0,0.0,0.062,-4.2,-1.1,-5.3,0.0,12
Henri Drell,23.0,SF,4.0,0.0,7.5,1.0,2.5,0.4,0.5,1.5,0.333,0.5,1.0,0.5,0.5,0.3,0.5,0.5,0.3,0.8,1.0,1.0,0.5,0.3,0.5,1.5,2.8,10.7,0.506,0.6,0.2,3.7,11.4,7.5,18.3,3.3,3.4,15.5,18.8,0.0,0.0,0.0,0.047,-5.1,0.2,-4.9,0.0,12
Orlando Robinson,23.0,C,36.0,7.0,8.4,1.0,2.0,0.5,0.2,0.4,0.533,0.8,1.6,0.491,0.556,0.5,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1.0,2.8,14.0,0.596,0.208,0.347,10.4,21.0,15.7,15.8,1.1,2.6,17.8,14.8,0.4,0.5,0.9,0.135,-1.9,0.8,-1.1,0.1,11
Emoni Bates,20.0,SF,15.0,0.0,8.9,1.0,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,2.6,0.404,0.673,0.082,0.9,10.9,5.9,10.0,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,20
Leaky Black,24.0,SF,26.0,3.0,10.9,1.0,2.0,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7,11.5,0.589,0.385,0.288,3.5,15.9,9.5,11.4,1.4,3.6,9.3,10.1,0.3,0.2,0.5,0.084,-2.6,0.3,-2.4,0.0,9
Damian Jones,28.0,C,39.0,0.0,6.9,1.1,1.8,0.597,0.1,0.4,0.214,1.0,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,15.8,0.659,0.194,0.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,0.4,0.4,0.8,0.15,-1.7,1.2,-0.5,0.1,26
Malik Williams,25.0,C,7.0,2.0,15.3,1.3,4.9,0.265,0.1,0.7,0.2,1.1,4.1,0.276,0.279,0.0,0.3,0.0,2.1,3.3,5.4,0.3,0.4,0.6,0.4,2.1,2.7,4.9,0.272,0.147,0.059,15.1,24.1,19.5,2.4,1.4,3.3,7.9,15.1,-0.3,0.1,-0.2,-0.069,-7.8,-3.7,-11.5,-0.3,10
Timmy Allen,24.0,SF,5.0,0.0,25.0,1.2,4.6,0.261,0.0,1.4,0.0,1.2,3.2,0.375,0.261,0.2,0.4,0.5,0.8,2.6,3.4,1.0,0.8,0.0,0.4,3.6,2.6,0.8,0.272,0.304,0.087,3.4,11.8,7.4,5.4,1.6,0.0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,16
Moussa Diabaté,22.0,C,11.0,0.0,5.8,0.9,1.7,0.526,0.0,0.0,,0.9,1.7,0.526,0.526,0.8,1.3,0.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,24.7,0.576,0.0,0.737,27.4,15.4,21.2,8.6,3.9,1.4,7.4,18.6,0.2,0.1,0.3,0.25,4.0,-0.5,3.5,0.1,11
Otto Porter Jr.,30.0,SF,15.0,1.0,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.545,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,8.7,0.568,0.697,0.091,3.7,14.8,9.2,5.8,1.4,2.5,5.5,8.9,0.1,0.1,0.3,0.07,-3.5,0.3,-3.2,-0.1,9
Greg Brown III,22.0,PF,6.0,0.0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5,10.5,0.501,0.273,0.818,8.2,16.3,12.3,13.0,0.0,8.8,21.1,20.3,0.0,0.0,0.0,0.0,-5.0,0.6,-4.4,0.0,11
Furkan Korkmaz,26.0,SG,35.0,0.0,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.5,1.0,0.444,0.487,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,9.2,0.519,0.526,0.263,1.4,9.7,5.5,11.0,2.3,0.9,10.5,13.6,0.0,0.3,0.4,0.057,-3.2,0.4,-2.7,-0.1,22
Alex Len,30.0,C,48.0,0.0,9.3,1.0,1.7,0.617,0.0,0.1,0.0,1.0,1.6,0.641,0.617,0.4,0.7,0.588,1.0,1.7,2.7,1.0,0.2,0.7,0.6,1.4,2.5,14.7,0.625,0.037,0.42,11.3,21.2,16.1,14.4,1.2,6.8,22.0,11.8,0.6,0.7,1.3,0.138,-2.7,2.9,0.2,0.2,25
Markieff Morris,34.0,PF,26.0,1.0,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1.0,0.308,0.449,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5,6.6,0.467,0.618,0.088,2.0,17.6,9.9,9.4,1.1,1.2,14.5,16.4,-0.3,0.2,-0.1,-0.014,-4.0,-1.3,-5.3,-0.2,5
AJ Griffin,20.0,SF,20.0,0.0,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,1.2,0.382,0.629,0.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.12,-6.0,-3.5,-9.6,-0.3,20
Mouhamadou Gueye,25.0,PF,11.0,0.0,10.9,1.0,3.5,0.289,0.0,0.3,0.0,1.0,3.2,0.314,0.289,0.4,0.8,0.444,1.1,1.0,2.1,0.5,0.3,1.6,1.1,1.4,2.4,4.6,0.31,0.079,0.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,-0.5,0.2,-0.4,-0.147,-11.0,-0.9,-11.9,-0.3,10
Joe Harris,32.0,SG,16.0,0.0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,4.6,0.489,0.769,0.051,1.9,6.7,4.3,7.7,0.8,1.0,9.1,11.0,0.0,0.0,0.0,0.001,-4.7,-1.1,-5.9,-0.2,5
Cory Joseph,32.0,PG,26.0,0.0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,6.2,0.47,0.656,0.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,0.0,0.2,0.2,0.034,-4.0,-0.7,-4.7,-0.2,5
Xavier Moon,29.0,SG,14.0,1.0,8.5,1.1,3.3,0.326,0.1,1.2,0.118,0.9,2.1,0.448,0.348,0.1,0.1,0.5,0.6,0.7,1.3,1.5,0.2,0.2,0.4,0.6,2.4,8.1,0.352,0.37,0.043,7.9,9.2,8.5,23.4,1.2,2.3,9.6,19.1,-0.2,0.1,-0.1,-0.026,-4.7,-1.4,-6.1,-0.1,5
Amari Bailey,19.0,PG,10.0,0.0,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.7,1.6,0.438,0.354,0.6,0.7,0.857,0.6,0.3,0.9,0.7,0.3,0.0,0.4,0.2,2.3,9.7,0.425,0.333,0.292,10.1,5.3,7.8,15.2,2.3,0.0,12.9,21.1,-0.1,0.0,-0.1,-0.044,-5.2,-3.1,-8.3,-0.1,10
Isaiah Mobley,24.0,PF,10.0,0.0,7.2,1.0,2.4,0.417,0.3,1.0,0.3,0.7,1.4,0.5,0.479,0.0,0.1,0.0,0.3,0.7,1.0,0.6,0.2,0.0,0.2,0.6,2.3,8.1,0.471,0.417,0.042,4.7,10.8,7.8,11.5,1.4,0.0,7.6,16.2,0.0,0.1,0.0,0.032,-4.5,-2.1,-6.6,-0.1,5
